File Name,Fiscal Year,Stripe Type,Stripe Number,Incident Date,Incident Time,Location / Plant,Department,Section,Incident Type,Injury Description,Employee Type,Vendor Name,Vendor Star Rating,Risk Type,LTI Free Days,Camera Surveillance,What Happened,Preliminary Findings,Recommendations
Orange Stripe#15-FY26-CRM TSK-English-10 May'25.pdf,FY-26,Orange Stripe,15/FY-26,10-05-2025 Time: 04:00 AM,04:00 AM,Kalinganagar,"Cold Rolling Mill, Mechanical Maintenance",Continuous Annealing Line (CAL),LTI of two contract employees,Burn injury,Contractor,M/s ATS Techno Private Limited,4 Star,"Red risk (C4, L4)",Not Found,No,": On May 10, 2025, both injured persons (IPs) were engaged in a filter cleaning job along with two other coworkers. Due to low temperature in the alkali solution of the pre-degreasing tank, the filter needed to be cleaned. After isolating the inlet and outlet valves, when they started opening the fl",1. The hot water line was not drained or de-pressurized completely before flange removal. 2. Temperature or Pressure gauges were not checked to confirm safe conditions prior to opening the flange. 3. Energy isolation was done for the said job.,"1. Additional drain line should be installed to de-pressurize the hot water in the pipeline. 2. Temperature of strainer should be monitored, and work shall be started when temp reaches below 40 degrees Celsius."
Orange Stripe#12-FY26-G-BF E&P TSJ-Odia- 30-Apr'25.pdf,FY-26,Orange Stripe,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
"Orange Stripe#12-FY26-G-BF, E&P TSJ-English- 30-Apr'25.pdf",FY-26,Orange Stripe,12/FY-26,30-04-2025 Time: 09:45 PM,09:45 PM,Jamshedpur,G Blast Furnace Projects,Not Found,LTI of a contract employee,Tip amputation of right-hand index finger,Contractor,M/s Larsen & Toubro Ltd.,3 Star,"Yellow Risk (C3, L4)",Not Found,No,"On April 30, 2025, Injured Person (IP) was involved in a stave shifting job at the furnace area (31 meter). During shifting of stave on roller table, the rope slipped from his hand, causing his right-hand index finger to get caught between the roller table and the rope. As a result, the tip of right-hand index finger was amputated. IP was immediately taken to the West Plant First Aid (WPFA) for","1. The illumination at the site was found to be adequate. 2. A proper vertical column was available to fix the rope for stave guiding, which was not used during shifting.",1. Mechanical lifting tools should be used instead of manual handling to shift heavy materials. 2. Always ensure that cut-resistant and impact-resistant gloves should be worn when performing material handling tasks.
"Orange Stripe#11-FY26-G-BF, E&P TSJ-Odia- 25-Apr'25.pdf",FY-26,Orange Stripe,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
"Orange Stripe#11-FY26-G-BF, E&P TSJ-English- 25-Apr'25.pdf",FY-26,Orange Stripe,11/FY-26,25-04-2025 Time: 02:15 AM,02:15 AM,Jamshedpur,"Engineering & Projects, TSJ",Not Found,LTI of a contract employee,Fracture in right-hand ring finger,Contractor,M/s TRF Limited,3 Star,"Yellow Risk (C3, L5)",Not Found,No,": On April 25, 2025, Injured Person (IP) was heading to the site container office. While attempting to close the container door, IP’s right-hand ring finger got caught between the door and the wall. This resulted in a crush injury to the finger. IP was immediately taken to the West Plant First Aid (",1. Illumination of the site was found adequate. 2. IP was closing the door with the help of his finger.,1. Door should be closed using the door handle only. 2. Everyone should be mindful while opening or closing the heavy doors. 3. All containers and site office doors should be checked for ease of operation and fitted with stoppers or slow-closing mechanism to prevent accidental trapping.
Orange Stripe#6-FY26-FAP Bamnipal-Odia-12-Apr'25.pdf,FY-26,Orange Stripe,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
Orange Stripe#6-FY26-FAP Bamnipal-English-12-Apr'25.pdf,FY-26,Orange Stripe,06/FY-26,12-04-2025 Time: 05:25 PM,05:25 PM,"8 Meter Floor, Furnace Building","Mechanical Maintenance, FAP Bamnipal",Not Found,LTI of a contract employee,Fracture in left arm,Contractor,M/s Indcom Trade Links,3 Star,"Yellow Risk (C3, L4)",Not Found,No,": On April 12, 2025, Injured Person (IP) was engaged in a support angle cutting job, from a stable platform, to remove a hanging castable piece located between the three electrodes. During the process, a dislodged castable piece caused an entangled 3-meter pipe to fall inside the furnace, which stru","1. The falling pipe was approximately 3 meters long and 40 mm in diameter. 2. Although a working platform was created around the electrodes, no safe approach to the central area was feasible due to spatial constraints and the presence of multiple cooling pipes and roof hanger. 3. Hazard assessment had been carried out by the mechanical maintenance team; however, the entangled pipe was not visible from the accessible platform.",1. Potential secondary hazards like entangled pipes or unsecured parts should be identified and addressed during the hazard assessment. 2. Temporary access platforms or inspection points should be implemented to allow safe visibility and access to central and congested areas before starting work. 3. Constant supervision by trained personnel should be conducted to identify unsafe conditions or deviations.
Orange Stripe#7-FY26-GWI-Odia-18-Apr'25.pdf,FY-26,Orange Stripe,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
Orange Stripe#7-FY26-GWI-English-18-Apr'25.pdf,FY-26,Orange Stripe,07/FY-26,18.04.2025 Time: 12:45 PM,12:45 PM,Coil cutting station near machine-108,Spring steel Plant – Global Wires,Not Found,LTI of a contract employee,Hair line fracture in top phalanx of ring finger,Contractor,M/s Sai Shradha Enterprises,4 Star,"Yellow Risk (C3, L4)",Not Found,Yes,": On April 18, 2025, Injured Person (IP) was working at the coil cutting and strapping station near machine-108. While strapping the coil, IP held the machine body instead of the designated handle and operated it. During this activity, the top phalanx of his left-hand ring finger got entrapped and i",1. IP was holding strapping machine body instead of designated handle. 2. Strap notching mechanism was found unguarded.,1. All Strapping tools should be checked for availability of suitable guard. 2. The Standard Operating Procedures (SOPs) should be followed to execute any job at shopfloor. It should be ensured that no one violates the standard guidelines.
Orange Stripe#8-FY26-LD2 TSJ-Odia-23-Apr'25.pdf,FY-26,Orange Stripe,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
Orange Stripe#8-FY26-LD2 TSJ-English-23-Apr'25.pdf,FY-26,Orange Stripe,08/FY-26,23-04-2025 Time: 04:15 AM,04:15 AM,Jamshedpur,LD2 & Slab Caster,Secondary Metallurgy and Ladle Preparation (SMLP),LTI of a company employee,Sprain in left ankle,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",570 days,Yes,": On April 23, 2025, Injured Person (IP) was going to the RH Platform from the control room. On his way, his left leg got entangled over a cable connected to the manual temperature lance. As a result, he lost his balance and fell down. IP experienced pain in his left ankle and reported to the Plant",1. Illumination of the area was found adequate. 2. IP’s left leg got entangled with the cable connected to the manual temperature lance which was kept on temperature/sample lance stand.,"1. Everyone should be cautious while walking on shopfloor. 2. Visual indicators such as floor markings or signs should be installed to highlight potential trip- prone areas. 3. Wherever feasible, physical barriers should be installed to isolate equipment from walkways."
Orange Stripe#10-FY26-SNTI-Odia-29-Apr'25.pdf,FY-26,Orange Stripe,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
Orange Stripe#10-FY26-SNTI-English-29-Apr'25.pdf,FY-26,Orange Stripe,10/FY-26,29-04-2025 Time: 09:30 AM,09:30 AM,Jamshedpur,"Learning and Development, TSJ","Training Shop, Mechanical Maintenance",LTI of a company employee,Alleged contusion with tenderness in the left ankle,Company,Not Found,Not Found,"Yellow Risk (C3, L4)",179 days,No,": On April 29, 2025, Injured Person (IP) was sitting in the classroom on a chair. At the same time IP’s left leg became entangled with one of the front legs of the chair. While adjusting her sitting position, her left leg twisted, causing pain in the ankle. IP reported to the West Plant First Aid (W",1. IP was not mindful as she was engaged in talking with her fellow. 2. IP’s sitting position was also not correct.,"1. Old or unstable chairs should be replaced with ergonomic chairs designed to provide proper support and stability. 2. When seated on a chair, a person should never try to lean back more than the safe inclination, ignoring which can cause toppling."
Orange Stripe#1-FY26- PDSU-Inbound Logistic-English-03-Apr'25.pdf,FY-26,Orange Stripe,01/FY-26,03-04-2025 Time: 05:30 AM,05:30 AM,Jamshedpur,PD&SU,Not Found,LTI of a contract employee,Sprain in right ankle ligament,Contractor,M/s Baba Loknath Enterprises,3 Star,"Yellow Risk (C3, L4)",Not Found,Yes,": On April 03, 2025, Injured Person (IP) was engaged in a welding job inside a wagon. When he was getting out after completing the work, his ankle got twisted through a gap in the wagon floor. IP felt pain in his right leg, and he was taken to East Plant First Aid (EPFA). After initial treatment, he",1. Pothole and uneven floor surface found in the wagon. 2. IP was not mindful while moving from wagon.,1. Wagon floor surface should be inspected before executing the job inside wagon. 2. Wagon structure maintenance should be done periodically to rectify any damage.
